510,110,410,110
410,110,410,10
410,10,610,10
610,10,610,610
610,310,510,210
510,210,310,210
310,210,210,110
210,110,110,110
110,110,10,210
10,210,10,310
10,310,110,410
110,410,210,410
10,210,210,210
210,210,210,610
210,410,110,610
110,610,310,610
310,610,310,410
310,410,510,410
510,410,410,610
510,410,510,610
410,610,610,610
